Nice name, ID, Level, X, Z
"Fishing spot",4079,0,2630,3435
"Fishing spot",4081,0,2632,3425
"Big Dave",4073,0,2634,3425
"Sinister Stranger",6185,0,2637,3440
"Fishing spot",4080,0,2637,3444
"Bonzo",4069,0,2641,3437
"Morris",4072,0,2643,3440
"Chicken",1174,0,2650,3441
"Chicken",1173,0,2650,3442
"Grandpa Jack",4075,0,2650,3452
"Chicken",1173,0,2651,3441
"Chicken",1174,0,2651,3442
"Shield master",7511,0,2655,3425
"Guard",6056,0,2655,3429
"Guard",6056,0,2656,3428
"Ranging Guild Doorman",6057,0,2658,3439
"Ticket Merchant",6071,0,2659,3429
"Ticket Merchant",6071,0,2659,3431
"Guard",6056,0,2659,3438
"Tribal Weapon Salesman",6069,0,2661,3419
"Guard",6056,0,2663,3425
"Guard",6056,0,2666,3415
"Armour salesman",6059,0,2667,3436
"Guard",6056,0,2669,3415
"Competition Judge",6070,0,2669,3418
"Guard",6056,0,2669,3441
"Guard",6056,0,2670,3438
"Bow and Arrow salesman",6060,0,2673,3434
"Guard",6056,0,2673,3439
"Guard",6056,0,2675,3428
"Leatherworker",6058,0,2678,3434
"Guard",6056,0,2682,3430
"Tower Advisor",6064,2,2666,3427
"Tower Advisor",6061,2,2667,3430
"Tower Advisor",6063,2,2669,3426
"Tower Advisor",6062,2,2670,3429
"Archeio",7614,0,1624,3808
"Professor Gracklebone",7048,0,1626,3801
"Villia",7047,0,1626,3814
"Logosia",7044,0,1633,3808
"Sam",7049,0,1639,3801
"Horphis",7046,0,1639,3814
"Galana",7902,0,1652,3826
"Wizard",7066,2,1609,3791
"Dark wizard",7065,2,1611,3823
"Biblia",7045,2,1616,3829
"Wizard",7067,2,1646,3820
"Dagannoth",7259,0,2434,10446
"Dagannoth",7260,0,2436,10447
"Dagannoth",7259,0,2436,10451
"Dagannoth",7260,0,2438,10444
"Dagannoth",7259,0,2440,10438
"Dagannoth",7259,0,2442,10446
"Dagannoth",7260,0,2443,10436
"Dagannoth",7260,0,2444,10442
"Dagannoth",7259,0,2446,10437
"Dagannoth",7259,0,2446,10461
"Dagannoth",7259,0,2447,10445
"Dagannoth",7260,0,2447,10457
"Dagannoth",7259,0,2449,10455
"Dagannoth",7260,0,2450,10436
"Dagannoth",7259,0,2451,10450
"Dagannoth",7260,0,2451,10458
"Dagannoth",7259,0,2452,10432
"Dagannoth",7260,0,2452,10447
"Dagannoth",7260,0,2452,10453
"Dagannoth",7260,0,2455,10438
"Dagannoth",7259,0,2456,10442
"Dagannoth",7259,0,2469,10448
"Dagannoth",7260,0,2472,10436
"Dagannoth",7259,0,2473,10453
"Dagannoth",7259,0,2474,10445
"Dagannoth",7260,0,2474,10449
"Dagannoth",7260,0,2475,10433
"Dagannoth",7259,0,2477,10454
"Dagannoth",7260,0,2478,10437
"Dagannoth",7260,0,2478,10444
"Dagannoth",7259,0,2479,10448
"Dagannoth",7259,0,2480,10452
"Dagannoth",7260,0,2481,10433
"Dagannoth",7260,0,2481,10436
"Dagannoth",7260,0,2481,10440
"Dagannoth",7259,0,2484,10443
"Dagannoth",7259,0,2487,10433
"Wallasalki",5938,0,2496,10148
"Dagannoth",2259,0,2497,10129
"Boulder",2262,0,2497,10165
"Wallasalki",5938,0,2498,10146
"Dagannoth",2259,0,2499,10126
"Dagannoth",2259,0,2499,10128
"Dagannoth",2259,0,2500,10123
"Wallasalki",5938,0,2500,10148
"Boulder",2262,0,2500,10162
"Dagannoth",2259,0,2502,10125
"Wallasalki",5938,0,2502,10143
"Wallasalki",5938,0,2503,10145
"Dagannoth",2259,0,2504,10128
"Wallasalki",5938,0,2504,10143
"Wallasalki",5938,0,2504,10147
"Boulder",2262,0,2504,10161
"Boulder",2262,0,2504,10166
"Dagannoth",2259,0,2505,10126
"Wallasalki",5938,0,2506,10150
"Dagannoth",2259,0,2508,10128
"Wallasalki",5938,0,2508,10145
"Wallasalki",5938,0,2508,10149
"Boulder",2262,0,2508,10159
"Boulder",2262,0,2508,10164
"Dagannoth",2259,0,2509,10125
"Wallasalki",5938,0,2509,10142
"Dagannoth",2259,0,2511,10130
"Wallasalki",5938,0,2512,10144
"Wallasalki",5938,0,2512,10147
"Boulder",2262,0,2512,10160
"Dagannoth",2259,0,2513,10129
"Wallasalki",5938,0,2513,10142
"Boulder",2262,0,2513,10164
"Wallasalki",5938,0,2514,10148
"Dagannoth",2259,0,2515,10124
"Dagannoth",2259,0,2515,10127
"Boulder",2262,0,2516,10161
"Wallasalki",5938,0,2517,10144
"Wallasalki",5938,0,2517,10150
"Dagannoth",2259,0,2518,10121
"Dagannoth",2259,0,2518,10129
"Wallasalki",5938,0,2518,10141
"Boulder",2262,0,2518,10165
"Dagannoth",2259,0,2519,10126
"Wallasalki",5938,0,2520,10144
"Wallasalki",5938,0,2520,10148
"Dagannoth",2259,0,2521,10122
"Boulder",2262,0,2521,10158
"Boulder",2262,0,2521,10163
"Dagannoth",2259,0,2522,10120
"Dagannoth",2259,0,2522,10125
"Wallasalki",5938,0,2522,10142
"Wallasalki",5938,0,2522,10149
"Dagannoth",2259,0,2523,10128
"Wallasalki",5938,0,2523,10145
"Boulder",2262,0,2523,10166
"Dagannoth",2259,0,2525,10127
"Wallasalki",5938,0,2525,10147
"Dagannoth",2259,0,2526,10124
"Wallasalki",5938,0,2526,10142
"Boulder",2262,0,2526,10163
"Dagannoth",2259,0,2528,10122
"Boulder",2262,0,2528,10161
"Dagannoth",2259,0,2529,10125
"Dagannoth",2259,0,2529,10129
"Wallasalki",5938,0,2529,10144
"Wallasalki",5938,0,2530,10141
"Dagannoth",2259,0,2531,10122
"Dagannoth",2259,0,2531,10125
"Dagannoth",2259,0,2531,10129
"Boulder",2262,0,2531,10165
"Boulder",2262,0,2532,10160
"Dagannoth",2259,0,2533,10126
"Wallasalki",5938,0,2533,10142
"Dagannoth",2259,0,2536,10123
"Dagannoth",2259,0,2536,10127
"Dagannoth",2259,0,2536,10130
"Wallasalki",5938,0,2536,10142
"Boulder",2262,0,2536,10162
"Boulder",2262,0,2537,10158
"Dagannoth",2259,0,2538,10127
"Boulder",2262,0,2538,10166
"Dagannoth",2259,0,2540,10127
"Boulder",2262,0,2540,10162
"Dagannoth",2259,0,2541,10130
"Boulder",2262,0,2542,10166
"Door-support",2253,0,2543,10143
"Dagannoth",2259,0,2544,10131
"Boulder",2262,0,2544,10158
"Dagannoth",2259,0,2545,10129
"Door-support",2250,0,2545,10141
"Door-support",2256,0,2545,10145
"Egg",5932,0,2546,10142
"Egg",5932,0,2546,10144
"Boulder",2262,0,2546,10150
"Boulder",2262,0,2546,10155
"Boulder",2262,0,2546,10165
"Dagannoth",2259,0,2548,10130
"Boulder",2262,0,2549,10153
"Dagannoth",2259,0,2550,10134
"Rat",2854,0,1747,3790
"Fishing spot",7470,0,1747,3802
"Fishing spot",7470,0,1748,3802
"Poor looking woman",6984,0,1755,3781
"Rat",2855,0,1756,3780
"Fishing spot",7469,0,1761,3796
"Fishing spot",7469,0,1764,3796
"Fishing spot",7469,0,1765,3796
"Rat",2854,0,1770,3784
"Rat",2854,0,1777,3790
"Swarm",330,0,1782,3780
"Rat",2855,0,1785,3777
"Poor looking woman",6985,0,1785,3780
"Poor looking man",6983,0,1787,3779
"Swarm",330,1,1755,3779
"Poor looking man",6982,1,1783,3777
"Rat",2855,1,1785,3779
"Poor looking woman",6984,2,1785,3777
"Cyreg Paddlehorn",5046,0,3522,3284
"Strange Old Man",1671,0,3564,3288
"Guard",4522,0,2566,5189
"Guard",4523,0,2566,5201
"Guard",4524,0,2567,5195
"Guard",4526,0,2567,5202
"Guard",4525,0,2577,5201
"Ghost",3516,0,1761,4708
"Dakh'thoulan Aegis",4165,0,3159,5212
"Sil'as Dahcsnu",4166,0,3175,5217
"Mishkal'un Dorn",4164,0,3183,5205
"Scorpia's offspring",6616,0,3221,10336
"Scorpia's offspring",6616,0,3221,10340
"Scorpia's offspring",6616,0,3221,10344
"Scorpia's offspring",6616,0,3221,10349
"Scorpia's offspring",6616,0,3223,10333
"Scorpia's offspring",6616,0,3223,10347
"Scorpia's offspring",6616,0,3224,10336
"Scorpia's offspring",6616,0,3225,10350
"Scorpia's offspring",6616,0,3229,10333
"Scorpia's offspring",6616,0,3229,10350
"Scorpia's offspring",6616,0,3231,10344
"Scorpia's offspring",6616,0,3233,10333
"Scorpia",6615,0,3233,10341
"Scorpia's offspring",6616,0,3233,10350
"Scorpia's offspring",6616,0,3234,10339
"Scorpia's offspring",6616,0,3237,10333
"Scorpia's offspring",6616,0,3237,10350
"Scorpia's offspring",6616,0,3238,10344
"Scorpia's offspring",6616,0,3241,10333
"Scorpia's offspring",6616,0,3241,10350
"Scorpia's offspring",6616,0,3242,10336
"Scorpia's offspring",6616,0,3242,10347
"Scorpia's offspring",6616,0,3244,10350
"Scorpia's offspring",6616,0,3245,10333
"Scorpia's offspring",6616,0,3245,10337
"Scorpia's offspring",6616,0,3245,10340
"Scorpia's offspring",6616,0,3245,10344
"Scorpia's offspring",6616,0,3245,10347
"Gull",281,0,3010,2967
"Crab",10563,0,3012,2985
"Gull",281,0,3012,3002
"Gull",281,0,3013,2977
"Crab",10563,0,3013,2982
"Crab",10563,0,3014,2984
"Gull",281,0,3019,2947
"Crab",10563,0,3024,2980
"Crab",10563,0,3038,3005
"Crab",10563,0,3041,3004
"Crab",10563,0,3047,2959
"Gull",281,0,3049,2950
"Gull",281,0,3051,3002
"Gull",281,0,3053,2995
"Gull",281,0,3055,2953
"Gull",281,0,3055,2999
"Gull",281,0,3063,2966
"Gull",281,0,3068,2989
"Dark warrior",531,0,3585,6065
"Dark warrior",531,0,3585,6068
"Dark warrior",531,0,3585,6071
"Mountain goat",4117,0,2832,3597
"Soldier",4092,0,2840,3589
"Thrower Troll",935,0,2851,3598
"Mountain troll",936,0,2852,3591
"Thrower Troll",931,0,2854,3600
"Rock",925,0,2855,3591
"Mountain goat",4117,0,2856,3610
"Stick",926,0,2857,3591
"Mountain troll",938,0,2858,3586
"Thrower Troll",932,0,2859,3600
"Dung",929,0,2862,3588
"Mountain troll",936,0,2863,3595
"Thrower Troll",933,0,2863,3600
"Ash",930,0,2864,3588
"Mountain troll",937,0,2864,3595
"Mountain troll",938,0,2865,3595
"Mountain troll",939,0,2866,3595
"Mountain troll",940,0,2867,3595
"Thrower Troll",934,0,2867,3600
"Mountain troll",941,0,2868,3595
"Mountain troll",942,0,2869,3595
"Thrower Troll",935,0,2870,3600
"Mountain troll",936,0,2871,3584
"Mountain troll",940,0,2871,3587
"Mountain troll",937,0,2872,3584
"Pee Hat",927,0,2872,3598
"Mountain troll",942,0,2873,3590
"Kraka",928,0,2875,3598
"Mountain troll",941,0,2876,3586
"Mountain troll",939,0,2876,3589
"Oomlie bird",2062,0,2768,2912
"Oomlie bird",2062,0,2771,2907
"Oomlie bird",2062,0,2773,2928
"Jungle Wolf",232,0,2775,2913
"Jungle savage",3959,0,2776,2905
"Oomlie bird",2062,0,2776,2934
"Oomlie bird",2062,0,2778,2900
"Jungle savage",3959,0,2783,2920
"Jungle savage",3959,0,2784,2908
"Oomlie bird",2062,0,2785,2925
"Oomlie bird",2062,0,2785,2935
"Oomlie bird",2062,0,2789,2915
"Jungle Wolf",232,0,2789,2932
"Oomlie bird",2062,0,2791,2931
"Oomlie bird",2062,0,2794,2906
"Oomlie bird",2062,0,2798,2901
"Oomlie bird",2062,0,2799,2933
"Jungle Wolf",232,0,2801,2899
"Jungle savage",3959,0,2802,2903
"Jungle savage",3959,0,2802,2913
"Oomlie bird",2062,0,2802,2921
"Oomlie bird",2062,0,2807,2908
"Jungle savage",3959,0,2809,2912
"Jungle Wolf",232,0,2813,2917
"Oomlie bird",2062,0,2815,2908
"Kathy Corkat",6207,0,2368,3486
"Devin Mendelberg",4297,0,2370,3484
"Butterfly",237,0,2371,3460
"Butterfly",237,0,2372,3456
"Butterfly",236,0,2374,3469
"Butterfly",236,0,2376,3466
"Gnome woman",6087,0,2378,3482
"Gnome woman",6086,0,2379,3482
"Gnome woman",6086,0,2381,3496
"Gnome woman",6087,0,2383,3496
"Gnome troop",4973,0,2384,3481
"Gnome ball referee",3157,0,2384,3488
"Gnome woman",6086,0,2384,3497
"Gnome troop",4973,0,2388,3473
"Gnome woman",6086,0,2391,3476
"Gnome baller",3151,0,2391,3484
"Gnome baller",3151,0,2391,3487
"Gnome baller",3151,0,2391,3489
"Gnome baller",3151,0,2391,3492
"Gnome child",6077,0,2392,3475
"Gnome winger",3155,0,2393,3483
"Gnome winger",3155,0,2393,3493
"Gnome child",6077,0,2394,3506
"Cheerleader",3158,0,2395,3495
"Gnome child",6077,0,2396,3471
"Mysterious ghost",6116,0,2396,3481
"Gnome baller",3147,0,2396,3485
"Gnome baller",3147,0,2396,3487
"Gnome baller",3147,0,2396,3489
"Gnome baller",3147,0,2396,3491
"Cheerleader",3158,0,2397,3495
"Gnome baller",3143,0,2400,3483
"Gnome baller",3143,0,2400,3485
"Gnome baller",3143,0,2400,3487
"Gnome baller",3143,0,2400,3489
"Gnome baller",3143,0,2400,3491
"Gnome baller",3143,0,2400,3493
"Gnome woman",6087,0,2402,3507
"Gnome child",6077,0,2405,3499
"Gnome woman",6087,0,2406,3476
"Gnome Coach",3142,0,2406,3498
"Gnome troop",4974,0,2409,3507
"Gnome woman",6086,0,2410,3496
"Gnome child",6077,0,2416,3487
"Sarble",2573,0,2417,3517
"Gnome woman",6086,0,2421,3481
"Butterfly",237,0,2422,3467
"Gnome woman",6087,0,2422,3485
"Butterfly",235,0,2422,3489
"Gnome woman",6087,1,2382,3506
"Zooknock",7194,1,2383,3509
"Carado",7188,1,2388,3514
"Anita",7180,1,2390,3514
"Gnome",6095,1,2394,3500
"Wurbel",2572,1,2395,3477
"Gnome woman",6086,1,2397,3514
"Gnome",6096,1,2400,3514
"Gnome guard",6081,1,2409,3470
"Gnome guard",6081,1,2416,3466
"Gnome",6095,1,2417,3483
"Gnome",6094,1,2417,3493
"Damwin",2559,1,2417,3496
"Barman",6532,1,2417,3498
"Gnome woman",6087,1,2418,3472
"Gnome",6096,1,2418,3485
"Gnome",6094,1,2418,3495
"Gnome guard",6081,1,2420,3466
"Burkor",2575,1,2420,3474
"Gnome guard",6081,3,2412,3471
"Gnome troop",4974,3,2412,3474
"Gnome guard",6081,3,2418,3471
"Gnome troop",4973,3,2418,3474
"Tool Leprechaun",0,0,2663,3521
"Rhonen",2673,0,2666,3530
"Giant rat",2856,0,2631,9695
"Giant rat",2857,0,2636,9697
"Rat",2854,0,2641,9698
"Giant rat",2858,0,2642,9712
"Giant rat",2858,0,2644,9696
"Giant rat",2857,0,2644,9708
"Rat",2854,0,2645,9711
"Giant rat",2856,0,2647,9701
"Giant rat",2856,0,2647,9716
"Giant rat",2857,0,2651,9700
"Rat",2854,0,2669,9681
"Rat",2854,0,2673,9678
"Zombie",51,0,2675,9680
"Zombie",50,0,2676,9684
"Zombie",49,0,2676,9687
"Rat",2854,0,2680,9701
"Stunted demonic gorilla",7098,0,2901,9122
"Stunted demonic gorilla",7098,0,2901,9126
"Maniacal monkey",7212,0,2902,9122
"Maniacal monkey",7212,0,2903,9127
"Maniacal monkey",7212,0,2903,9135
"Maniacal monkey",7212,0,2904,9131
"Maniacal monkey",7212,0,2905,9117
"Maniacal monkey",7212,0,2905,9123
"Maniacal monkey",7212,0,2905,9137
"Maniacal monkey",7212,0,2907,9120
"Maniacal monkey",7212,0,2907,9125
"Maniacal monkey",7212,0,2907,9129
"Maniacal monkey",7212,0,2908,9114
"Maniacal monkey",7212,0,2909,9117
"Maniacal monkey",7212,0,2909,9132
"Maniacal monkey",7212,0,2910,9124
"Stunted demonic gorilla",7098,0,2910,9143
"Maniacal monkey",7212,0,2911,9112
"Maniacal monkey",7212,0,2912,9121
"Maniacal monkey",7212,0,2912,9127
"Maniacal monkey",7212,0,2912,9137
"Maniacal monkey",7212,0,2913,9123
"Maniacal monkey",7212,0,2914,9112
"Maniacal monkey",7212,0,2914,9117
"Maniacal monkey",7212,0,2914,9130
"Stunted demonic gorilla",7098,0,2914,9143
"Maniacal monkey",7212,0,2915,9133
"Maniacal monkey",7212,0,2916,9123
"Maniacal monkey",7212,0,2916,9128
"Stunted demonic gorilla",7098,0,2916,9143
"Maniacal monkey",7212,0,2917,9115
"Maniacal monkey",7212,0,2919,9118
"Maniacal monkey",7212,0,2919,9125
"Maniacal monkey",7212,0,2920,9134
"Stunted demonic gorilla",7098,0,2921,9123
"Stunted demonic gorilla",7098,0,2921,9127
"Baxtorian",4254,0,2240,3265
"Spider",5238,0,2694,9104
"Monkey Zombie",5281,0,2694,9115
"Spider",5238,0,2694,9138
"Monkey Zombie",5281,0,2697,9130
"Spider",5238,0,2698,9127
"Monkey Zombie",5281,0,2698,9145
"Monkey Zombie",5281,0,2702,9093
"Spider",5238,0,2704,9104
"Skeleton",5237,0,2704,9109
"Skeleton",5237,0,2707,9112
"Skeleton",5237,0,2708,9103
"Skeleton",5237,0,2710,9135
"Skeleton",5237,0,2711,9109
"Skeleton",5237,0,2711,9130
"Spider",5238,0,2711,9137
"Spider",5238,0,2712,9108
"Monkey Zombie",5281,0,2714,9095
"Skeleton",5237,0,2714,9135
"Skeleton",5237,0,2715,9132
"Spider",5238,0,2716,9096
"Spider",5238,0,2716,9146
"Monkey Zombie",5281,0,2719,9147
"Monkey Zombie",5281,0,2726,9107
"Monkey Zombie",5281,0,2728,9097
"Spider",5238,0,2729,9118
"Spider",5238,0,2732,9130
"Skeleton",5237,0,2735,9119
"Skeleton",5237,0,2736,9121
"Skeleton",5237,0,2738,9124
"Skeleton",5237,0,2740,9120
"Monkey Zombie",5281,0,2740,9138
"Skeleton",5237,0,2741,9103
"Spider",5238,0,2741,9122
"Skeleton",5237,0,2741,9124
"Monkey Zombie",5281,0,2742,9146
"Skeleton",5237,0,2743,9105
"Spider",5238,0,2743,9107
"Skeleton",5237,0,2744,9100
"Skeleton",5237,0,2745,9102
"Spider",5238,0,2748,9100
"Spider",5238,0,2748,9143
"Rakkar",7480,0,1704,3940
"Frenita",8685,0,2566,3098
"Leon",1502,0,2567,3085
"Aleck",1501,0,2568,3082
"Tool Leprechaun",0,0,2573,3108
"Guard",6706,0,2575,3090
"Selena",2671,0,2578,3101
"Cow",2790,0,2580,3117
"Cow",2790,0,2582,3122
"",1172,0,2585,3122
"Zavistic Rarve",881,0,2588,3087
"Wizard",3257,0,2588,3090
"Cow",2790,0,2588,3119
"Wizard",3257,0,2589,3084
"Professor Imblewyn",2561,0,2590,3092
"Wizard Distentor",3248,0,2594,3089
"Imp",5007,0,2595,3131
"Man",3106,0,2596,3104
"Man",3108,0,2596,3106
"Imp",5007,0,2597,3120
"Guard",6706,0,2599,3087
"Cow",2790,0,2604,3114
"Tramp",383,0,2606,3100
"Imp",5007,0,2606,3126
"Dominic Onion",1120,0,2608,3116
"Imp",5007,0,2608,3134
"Guard",6706,0,2612,3092
"Guard",6706,0,2614,3104
"Imp",5007,0,2614,3116
"Banker",1618,0,2615,3091
"Banker",1613,0,2615,3092
"Financial Wizard",6528,0,2615,3094
"Imp",5007,0,2616,3126
"Imp",5007,0,2621,3133
"Imp",5007,0,2622,3118
"Soldier",5421,1,2567,3109
"Soldier",5421,1,2572,3109
"Wizard",3257,1,2586,3089
"Wizard",3257,1,2593,3084
"Soldier",5421,1,2595,3073
"Wizard Akutha",3247,1,2595,3087
"Wizard Sinina",3249,1,2595,3088
"Wizard",3257,1,2595,3090
"Soldier",5421,1,2600,3109
"Soldier",5421,1,2609,3073
"Soldier",5421,1,2610,3107
"Soldier",5421,1,2615,3073
"Soldier",5421,1,2618,3099
"Soldier",5421,1,2620,3077
"Soldier",5421,1,2620,3095
"Wizard",3257,2,2586,3088
"Wizard",3257,2,2589,3085
"Wizard",3257,2,2593,3090
"Spider",3019,0,3209,9618
"Zanik",4507,0,3210,9623
"Spider",3019,0,3211,9621
"Spider",3019,0,3216,9616
"Spider",3019,0,3216,9624
"Kazgar",5325,0,3231,9610
"Dartog",1996,0,3245,9647
"Meiyerditch miner",3824,2,2378,4624
"Vampyre Juvinate",3691,2,2380,4627
"Meiyerditch miner",3823,2,2383,4636
"Vampyre Juvinate",3691,2,2386,4632
"Meiyerditch miner",3821,2,2389,4634
"Vampyre Juvinate",3690,2,2391,4619
"Vampyre Juvinate",3690,2,2392,4623
"Meiyerditch miner",3819,2,2392,4626
"Meiyerditch miner",3820,2,2395,4631
"Meiyerditch miner",3822,2,2397,4634
"Waterfiend",2916,0,1610,5343
"Waterfiend",2916,0,1610,5348
"Waterfiend",2916,0,1610,5352
"Waterfiend",2916,0,1613,5356
"Waterfiend",2916,0,1614,5342
"Waterfiend",2916,0,1614,5361
"Angry barbarian spirit",5563,0,1618,5326
"Waterfiend",2916,0,1618,5340
"Waterfiend",2916,0,1619,5363
"Skeleton brute",1538,0,1620,5323
"Enraged barbarian spirit",5564,0,1623,5331
"Waterfiend",2916,0,1623,5342
"Waterfiend",2916,0,1624,5351
"Waterfiend",2916,0,1627,5355
"Waterfiend",2916,0,1627,5360
"Brutal green dragon",2918,0,1628,5334
"Waterfiend",2916,0,1629,5361
"Lost barbarian",2921,0,1633,5322
"Brutal green dragon",2918,0,1635,5326
"Skeleton warlord",1539,0,1635,5355
"Waterfiend",2916,0,1635,5361
"Brutal green dragon",2918,0,1637,5332
"Waterfiend",2916,0,1638,5363
"Confused barbarian",2920,0,1639,5345
"Waterfiend",2916,0,1639,5359
"Brutal green dragon",2918,0,1643,5340
"Brutal green dragon",2918,0,1645,5358
"Brutal green dragon",2918,0,1646,5350
"Enraged barbarian spirit",5564,0,1647,5324
"Brutal green dragon",2918,0,1650,5332
"Berserk barbarian spirit",5565,0,1651,5325
"Skeleton thug",1541,0,1659,5340
"Mithril dragon",2919,1,1627,5326
"Mithril dragon",2919,1,1634,5338
"Mithril dragon",2919,1,1638,5331
"Mithril dragon",2919,1,1639,5343
"Mithril dragon",2919,1,1652,5339
"Mithril dragon",2919,1,1653,5356
"Mithril dragon",2919,1,1655,5328
"Skeleton warlord",1539,1,1661,5333
"Skeleton",78,0,1425,3515
"Skeleton",77,0,1427,3517
"Skeleton",79,0,1428,3513
"Skeleton",81,0,1431,3515
"Skeleton",80,0,1431,3517
"Spectator",9755,0,3592,3344
"Spectator",9750,0,3592,3345
"Vyrewatch Sentinel",9758,0,3592,3352
"Spectator",9754,0,3593,3343
"Valentina Diaemus",9711,0,3593,3359
"Vyrewatch Sentinel",9760,0,3593,3365
"Spectator",9751,0,3594,3345
"Spectator",9752,0,3595,3342
"Spectator",9753,0,3595,3344
"Vyrewatch Sentinel",9763,0,3596,3357
"Vyrewatch Sentinel",9761,0,3596,3378
"Grigor Rasputin",9697,0,3596,3389
"Vyrewatch Sentinel",9756,0,3597,3331
"Haemas Lamescus",9698,0,3597,3361
"Alek Constantine",9696,0,3598,3353
"Vyrewatch Sentinel",9757,0,3598,3366
"Episcula Helsing",9703,0,3599,3337
"Vyrewatch Sentinel",9762,0,3599,3351
"Mortina Daubenton",9708,0,3599,3384
"Werewolf",9744,0,3600,3390
"Varrian Sobak",9724,0,3601,3379
"Vyrewatch Sentinel",9756,0,3602,3363
"Vyrewatch Sentinel",9762,0,3602,3384
"Vyrewatch Sentinel",9757,0,3603,3342
"Banker",9719,0,3603,3369
"Frank",9749,0,3604,3345
"Banker",9718,0,3604,3369
"Vyrewatch Sentinel",9759,0,3605,3360
"Banker",9719,0,3605,3369
"Vyrewatch Sentinel",9759,0,3605,3389
"Banker",9718,0,3607,3369
"Noctillion Lugosi",9695,0,3608,3363
"Caninelle Draynar",9710,0,3608,3382
"Natalidae Shadum",9707,0,3609,3338
"Misdrievus Shadum",9693,0,3610,3345
"Pipistrelle Draynar",9714,0,3610,3384
"Vyrewatch Sentinel",9761,0,3611,3359
"Carnivus Belamorta",9691,0,3611,3390
"Desmodus Lasiurus",9588,0,3612,3363
"Vyrewatch",9739,0,3614,3379
"Mort Nightshade",9689,0,3616,3384
"Vyrewatch",9590,0,3617,3380
"Maria Gadderanks",8293,0,3618,3377
"Lenyig Karna",9723,0,3619,3387
"Ron Gadderanks",8294,0,3620,3376
"Prisoner",9592,0,3620,3379
"Vampyre Juvenile",9732,0,3624,3340
"Vampyre Juvenile",9731,0,3624,3346
"Vyrewatch Sentinel",9763,0,3624,3375
"Vyrewatch Sentinel",9756,0,3625,3383
"Spider",10442,0,3626,3368
"Rubbish",3828,0,3627,3335
"Spider",10442,0,3627,3357
"Werewolf",9743,0,3627,3389
"Violetta Sanguine",9701,0,3628,3380
"Spider",10442,0,3629,3364
"Vampyre Juvinate",9727,0,3630,3341
"Draconis Sanguine",9688,0,3631,3383
"Vallessia Dracyula",9700,0,3631,3388
"Vampyre Juvinate",9728,0,3632,3334
"Spider",10442,0,3632,3360
"Spider",10442,0,3632,3366
"Vyrewatch",9741,0,3633,3376
"Vyrewatch Sentinel",9758,0,3634,3387
"Vampyrus Diaemus",9690,0,3635,3384
"Vampyre Juvinate",9728,0,3637,3346
"Drasdan Ranor",9721,0,3641,3336
"Vlad Bechstein",9687,0,3642,3378
"Vonnetta Varnis",9706,0,3643,3387
"Vyrewatch",9735,0,3644,3340
"Grinka Krast",9720,0,3645,3359
"Diphylla Bechstein",9702,0,3645,3377
"Vampyre Juvenile",9732,0,3646,3354
"Vampyre Juvenile",9732,0,3647,3363
"Safalaan Hallow",6159,0,3584,3331
"Auctioneer",9746,0,3590,3343
"Slave",9726,0,3590,3344
"Slave",9725,0,3590,3345
"Lady Nadezhda Shadum",9715,1,3609,3338
"Lesser demon",2005,1,3845,9771
"Lesser demon",2007,1,3845,9777
"Lesser demon",2018,1,3846,9735
"Lesser demon",2008,1,3846,9741
"Lesser demon",2005,1,3846,9747
"Lesser demon",2008,1,3847,9774
"Lesser demon",2018,1,3847,9780
"Lesser demon",2007,1,3849,9738
"Lesser demon",2006,1,3849,9749
"Pyrefiend",433,1,3863,9777
"Pyrefiend",435,1,3865,9778
"Pyrefiend",433,1,3866,9765
"Pyrelord",6795,1,3866,9770
"Pyrelord",6762,1,3867,9777
"Pyrefiend",435,1,3868,9767
"Pyrefiend",435,1,3868,9775
"Pyrefiend",435,1,3868,9786
"Pyrefiend",433,1,3870,9764
"Pyrelord",6795,1,3870,9784
"Pyrelord",6762,1,3871,9762
"Pyrefiend",433,1,3871,9778
"Pyrefiend",433,1,3873,9760
"Pyrefiend",435,1,3873,9782
"Pyrefiend",435,1,3874,9766
"Pyrefiend",433,1,3875,9762
"Pyrefiend",435,1,3876,9759
"Pyrefiend",433,1,3876,9768
"Pyrefiend",433,1,3878,9757
"Pyrefiend",433,1,3878,9766
"Pyrefiend",433,1,3880,9755
"Pyrefiend",435,1,3881,9769
"Pyrelord",6762,1,3882,9756
"Pyrefiend",433,1,3882,9763
"Pyrefiend",433,1,3884,9760
"Pyrelord",6795,1,3885,9764
"Pyrefiend",433,1,3886,9754
"Mazion",5386,0,2818,3342
"Cave monk",1164,0,2822,3374
"Fritz the Glassblower",2053,0,2831,3350
"Unicorn",2837,0,2838,3370
"Rod Fishing spot",1516,0,2840,3356
"Rod Fishing spot",1516,0,2842,3359
"Monk",4068,0,2843,3346
"Rod Fishing spot",1516,0,2845,3356
"Chicken",1173,0,2846,3374
"Entrana firebird",4927,0,2847,3386
"Rod Fishing spot",1516,0,2849,3361
"Mysterious ghost",6114,0,2850,3348
"Monk",4068,0,2850,3354
"Chicken",1173,0,2850,3368
"Chicken",1174,0,2850,3371
"Unicorn",2837,0,2850,3378
"Monk",4068,0,2851,3345
"High Priest",4062,0,2851,3349
"Chicken",1173,0,2852,3370
"Chicken",1174,0,2853,3368
"Chicken",1174,0,2853,3373
"Unicorn",2837,0,2860,3375
